node,t,k,value
dena21,10,353,1028.6
dena21,11,353,1032.9
dena21,12,353,1026.0
dena21,13,353,1018.7
dena21,14,353,1007.3
dena21,15,353,1008.5
dena21,16,353,1046.6
dena21,17,353,1094.0
dena21,18,353,1080.8
dena21,19,353,1053.4
dena21,20,353,1000.8
dena21,21,353,968.5
dena21,22,353,954.1
dena21,23,353,883.4
dena21,24,353,832.1
dena21,1,354,792.7
dena21,2,354,768.4
dena21,3,354,762.9
dena21,4,354,768.2
dena21,5,354,793.7
dena21,6,354,877.7
dena21,7,354,984.2
dena21,8,354,1018.2
dena21,9,354,1017.1
dena21,10,354,1014.5
dena21,11,354,1018.7
dena21,12,354,1011.8
dena21,13,354,1001.4
dena21,14,354,989.1
dena21,15,354,990.1
dena21,16,354,1023.6
dena21,17,354,1067.1
dena21,18,354,1050.0
dena21,19,354,1023.0
dena21,20,354,975.8
dena21,21,354,944.9
dena21,22,354,927.7
dena21,23,354,866.8
dena21,24,354,816.7
dena21,1,355,783.7
dena21,2,355,759.9
dena21,3,355,748.7
dena21,4,355,752.6
dena21,5,355,776.2
dena21,6,355,842.9
dena21,7,355,940.0
dena21,8,355,975.0
dena21,9,355,976.0
dena21,10,355,969.4
dena21,11,355,962.3
dena21,12,355,946.2
dena21,13,355,917.5
dena21,14,355,902.5
dena21,15,355,908.5
dena21,16,355,953.4
dena21,17,355,1005.1
dena21,18,355,991.2
dena21,19,355,953.9
dena21,20,355,907.0
dena21,21,355,876.2
dena21,22,355,875.9
dena21,23,355,827.0
dena21,24,355,778.7
dena21,1,356,747.3
dena21,2,356,723.5
dena21,3,356,700.4
dena21,4,356,687.7
dena21,5,356,675.1
dena21,6,356,651.1
dena21,7,356,707.2
dena21,8,356,763.0
dena21,9,356,807.9
dena21,10,356,827.1
dena21,11,356,838.1
dena21,12,356,833.8
dena21,13,356,812.1
dena21,14,356,800.3
dena21,15,356,807.6
dena21,16,356,856.7
dena21,17,356,920.4
dena21,18,356,917.2
dena21,19,356,886.5
dena21,20,356,835.6
dena21,21,356,814.0
dena21,22,356,826.0
dena21,23,356,775.4
dena21,24,356,728.2
dena21,1,357,697.4
dena21,2,357,672.5
dena21,3,357,652.2
dena21,4,357,637.7
dena21,5,357,615.1
dena21,6,357,576.8
dena21,7,357,602.9
dena21,8,357,656.7
dena21,9,357,714.4
dena21,10,357,763.3
dena21,11,357,809.3
dena21,12,357,807.0
dena21,13,357,773.9
dena21,14,357,753.8
dena21,15,357,756.6
dena21,16,357,803.2
dena21,17,357,864.4
dena21,18,357,868.7
dena21,19,357,844.8
dena21,20,357,806.1
dena21,21,357,791.2
dena21,22,357,799.5
dena21,23,357,752.1
dena21,24,357,700.8
dena21,1,358,659.5
dena21,2,358,638.0
dena21,3,358,622.8
dena21,4,358,615.6
dena21,5,358,608.6
dena21,6,358,597.5
dena21,7,358,649.5
dena21,8,358,706.8
dena21,9,358,750.4
dena21,10,358,764.1
dena21,11,358,771.9
dena21,12,358,769.1
dena21,13,358,745.9
dena21,14,358,718.5
dena21,15,358,708.5
dena21,16,358,743.4
dena21,17,358,790.3
dena21,18,358,760.2
dena21,19,358,709.0
dena21,20,358,684.3
dena21,21,358,699.9
dena21,22,358,732.9
dena21,23,358,706.5
dena21,24,358,668.3
dena21,1,359,627.1
dena21,2,359,600.4
dena21,3,359,586.5
dena21,4,359,580.3
dena21,5,359,567.5
dena21,6,359,531.5
dena21,7,359,550.1
dena21,8,359,602.4
dena21,9,359,665.7
dena21,10,359,708.1
dena21,11,359,741.5
dena21,12,359,713.3
dena21,13,359,660.0
dena21,14,359,648.7
dena21,15,359,645.0
dena21,16,359,684.5
dena21,17,359,743.4
dena21,18,359,756.4
dena21,19,359,748.2
dena21,20,359,731.2
dena21,21,359,733.8
dena21,22,359,751.9
dena21,23,359,714.5
dena21,24,359,670.5
dena21,1,360,638.5
dena21,2,360,616.4
dena21,3,360,601.9
dena21,4,360,588.3
dena21,5,360,569.9
dena21,6,360,539.2
dena21,7,360,558.6
dena21,8,360,603.4
dena21,9,360,654.9
dena21,10,360,692.6
dena21,11,360,731.0
dena21,12,360,724.4
dena21,13,360,688.8
dena21,14,360,672.3
dena21,15,360,666.3
dena21,16,360,699.1
dena21,17,360,751.0
dena21,18,360,766.5
dena21,19,360,757.2
dena21,20,360,730.2
dena21,21,360,729.5
dena21,22,360,747.6
dena21,23,360,700.5
dena21,24,360,653.7
dena21,1,361,616.4
dena21,2,361,599.0
dena21,3,361,592.1
dena21,4,361,597.9
dena21,5,361,608.7
dena21,6,361,630.5
dena21,7,361,699.4
dena21,8,361,765.4
dena21,9,361,814.0
dena21,10,361,840.1
dena21,11,361,861.7
dena21,12,361,870.8
dena21,13,361,856.3
dena21,14,361,843.7
dena21,15,361,847.5
dena21,16,361,892.1
dena21,17,361,938.4
dena21,18,361,937.6
dena21,19,361,905.8
dena21,20,361,850.2
dena21,21,361,825.6
dena21,22,361,817.9
dena21,23,361,756.3
dena21,24,361,703.2
dena21,1,362,664.9
dena21,2,362,649.0
dena21,3,362,637.4
dena21,4,362,641.2
dena21,5,362,649.3
dena21,6,362,666.5
dena21,7,362,731.9
dena21,8,362,788.5
dena21,9,362,823.2
dena21,10,362,841.7
dena21,11,362,861.8
dena21,12,362,862.8
dena21,13,362,840.7
dena21,14,362,827.6
dena21,15,362,828.1
dena21,16,362,878.7
dena21,17,362,945.6
dena21,18,362,944.9
dena21,19,362,903.8
dena21,20,362,850.7
dena21,21,362,833.1
dena21,22,362,826.4
dena21,23,362,771.1
dena21,24,362,725.8
dena21,1,363,693.3
dena21,2,363,672.1
dena21,3,363,664.6
dena21,4,363,659.4
dena21,5,363,650.4
dena21,6,363,634.2
dena21,7,363,670.9
dena21,8,363,721.4
dena21,9,363,768.9
dena21,10,363,800.0
dena21,11,363,817.6
dena21,12,363,814.7
dena21,13,363,802.2
dena21,14,363,791.0
dena21,15,363,788.3
dena21,16,363,823.8
dena21,17,363,879.9
dena21,18,363,883.9
dena21,19,363,854.4
dena21,20,363,804.1
dena21,21,363,784.1
dena21,22,363,786.5
dena21,23,363,734.0
dena21,24,363,679.3
dena21,1,364,641.9
dena21,2,364,610.3
dena21,3,364,599.7
dena21,4,364,596.6
dena21,5,364,580.4
dena21,6,364,552.4
dena21,7,364,566.5
dena21,8,364,600.8
dena21,9,364,649.5
dena21,10,364,693.3
dena21,11,364,738.4
dena21,12,364,744.0
dena21,13,364,718.4
dena21,14,364,702.0
dena21,15,364,698.6
dena21,16,364,728.9
dena21,17,364,791.8
dena21,18,364,802.9
dena21,19,364,786.5
dena21,20,364,755.4
dena21,21,364,747.4
dena21,22,364,756.9
dena21,23,364,704.8
dena21,24,364,652.3
dena21,1,365,616.0
dena21,2,365,596.6
dena21,3,365,589.5
dena21,4,365,592.9
dena21,5,365,587.2
dena21,6,365,573.3
dena21,7,365,614.5
dena21,8,365,660.9
dena21,9,365,699.7
dena21,10,365,713.8
dena21,11,365,729.6
dena21,12,365,738.8
dena21,13,365,727.8
dena21,14,365,708.4
dena21,15,365,701.8
dena21,16,365,751.8
dena21,17,365,821.0
dena21,18,365,812.6
dena21,19,365,754.0
dena21,20,365,695.8
dena21,21,365,687.7
dena21,22,365,714.8
dena21,23,365,698.7
dena21,24,365,682.1
dena81,1,1,3100.7
dena81,2,1,2986.8
dena81,3,1,2898.4
dena81,4,1,2868.4
dena81,5,1,2819.7
dena81,6,1,2651.7
dena81,7,1,2667.0
dena81,8,1,2698.9
dena81,9,1,2849.0
dena81,10,1,3038.1
dena81,11,1,3286.5
dena81,12,1,3369.9
dena81,13,1,3387.0
dena81,14,1,3321.2
dena81,15,1,3318.9
dena81,16,1,3511.1
dena81,17,1,3886.9
dena81,18,1,4000.1
dena81,19,1,3949.0
dena81,20,1,3766.5
dena81,21,1,3737.4
dena81,22,1,3771.8
dena81,23,1,3498.6
dena81,24,1,3254.3
dena81,1,2,3063.3
dena81,2,2,2981.1
dena81,3,2,2973.2
dena81,4,2,2998.8
dena81,5,2,3159.4
dena81,6,2,3562.1
dena81,7,2,4079.9
dena81,8,2,4424.8
dena81,9,2,4606.2
dena81,10,2,4762.5
dena81,11,2,4944.4
dena81,12,2,4964.7
dena81,13,2,4910.1
dena81,14,2,4857.2
dena81,15,2,4808.2
dena81,16,2,4943.4
dena81,17,2,5153.3
dena81,18,2,5121.0
dena81,19,2,4924.3
dena81,20,2,4610.0
dena81,21,2,4455.2
dena81,22,2,4356.6
dena81,23,2,3965.2
dena81,24,2,3631.2
dena81,1,3,3466.4
dena81,2,3,3377.3
dena81,3,3,3382.8
dena81,4,3,3452.6
dena81,5,3,3596.9
dena81,6,3,3908.7
dena81,7,3,4386.5
dena81,8,3,4669.4
dena81,9,3,4776.0
dena81,10,3,4890.4
dena81,11,3,5015.9
dena81,12,3,4993.5
dena81,13,3,4938.4
dena81,14,3,4866.6
dena81,15,3,4812.0
dena81,16,3,4971.2
dena81,17,3,5251.5
dena81,18,3,5214.5
dena81,19,3,5052.7
dena81,20,3,4768.8
dena81,21,3,4592.7
dena81,22,3,4503.6
dena81,23,3,4113.4
dena81,24,3,3735.2
dena81,1,4,3555.0
dena81,2,4,3478.6
dena81,3,4,3502.7
dena81,4,4,3568.0
dena81,5,4,3713.0
dena81,6,4,4065.2
dena81,7,4,4570.3
dena81,8,4,4888.7
dena81,9,4,5003.8
dena81,10,4,5118.4
dena81,11,4,5270.1
dena81,12,4,5238.1
dena81,13,4,5151.5
dena81,14,4,5041.0
dena81,15,4,5019.3
dena81,16,4,5126.5
dena81,17,4,5376.3
dena81,18,4,5363.1
dena81,19,4,5182.9
dena81,20,4,4878.0
dena81,21,4,4700.8
dena81,22,4,4563.6
dena81,23,4,4179.3
dena81,24,4,3869.0
dena81,1,5,3669.9
dena81,2,5,3573.8
dena81,3,5,3557.9
dena81,4,5,3629.7
dena81,5,5,3788.0
dena81,6,5,4072.5
dena81,7,5,4563.7
dena81,8,5,4848.0
dena81,9,5,4952.9
dena81,10,5,5081.8
dena81,11,5,5197.8
dena81,12,5,5168.9
dena81,13,5,5018.0
dena81,14,5,4870.2
dena81,15,5,4819.0
dena81,16,5,4977.4
dena81,17,5,5200.4
dena81,18,5,5134.2
dena81,19,5,4900.8
dena81,20,5,4559.3
dena81,21,5,4364.7
dena81,22,5,4288.8
dena81,23,5,3935.5
dena81,24,5,3597.9
dena81,1,6,3378.0
dena81,2,6,3266.4
dena81,3,6,3246.9
dena81,4,6,3251.9
dena81,5,6,3168.9
dena81,6,6,3075.1
dena81,7,6,3253.3
dena81,8,6,3484.8
dena81,9,6,3731.4
dena81,10,6,3952.5
dena81,11,6,4101.2
dena81,12,6,4063.5
dena81,13,6,3928.7
dena81,14,6,3777.5
dena81,15,6,3763.3
dena81,16,6,3994.1
dena81,17,6,4320.5
dena81,18,6,4324.5
dena81,19,6,4179.6
dena81,20,6,3879.0
dena81,21,6,3761.5
dena81,22,6,3751.2
dena81,23,6,3449.8
dena81,24,6,3148.2
dena81,1,7,2951.3
dena81,2,7,2835.8
dena81,3,7,2798.0
dena81,4,7,2847.8
dena81,5,7,2791.3
dena81,6,7,2662.5
dena81,7,7,2779.0
dena81,8,7,2984.0
dena81,9,7,3241.8
dena81,10,7,3449.3
dena81,11,7,3721.9
dena81,12,7,3718.0
dena81,13,7,3550.4
dena81,14,7,3439.3
dena81,15,7,3438.1
dena81,16,7,3629.2
dena81,17,7,4102.1
dena81,18,7,4257.0
dena81,19,7,4172.2
dena81,20,7,3985.6
dena81,21,7,3918.2
dena81,22,7,3973.2
dena81,23,7,3650.2
dena81,24,7,3340.4
dena81,1,8,3188.0
dena81,2,8,3176.5
dena81,3,8,3237.7
dena81,4,8,3331.6
dena81,5,8,3591.0
dena81,6,8,4192.8
dena81,7,8,4902.7
dena81,8,8,5157.0
dena81,9,8,5194.6
dena81,10,8,5273.9
dena81,11,8,5391.2
dena81,12,8,5356.5
dena81,13,8,5303.7
dena81,14,8,5181.3
dena81,15,8,5097.7
dena81,16,8,5136.2
dena81,17,8,5393.0
dena81,18,8,5374.7
dena81,19,8,5204.3
dena81,20,8,4817.4
dena81,21,8,4607.5
dena81,22,8,4433.8
dena81,23,8,3981.1
dena81,24,8,3635.6
dena81,1,9,3476.2
dena81,2,9,3420.8
dena81,3,9,3458.7
dena81,4,9,3587.4
dena81,5,9,3784.9
dena81,6,9,4383.1
dena81,7,9,5009.3
dena81,8,9,5282.8
dena81,9,9,5262.3
dena81,10,9,5356.0
dena81,11,9,5454.8
dena81,12,9,5403.2
dena81,13,9,5357.8
dena81,14,9,5300.4
dena81,15,9,5253.5
dena81,16,9,5324.7
dena81,17,9,5586.6
dena81,18,9,5577.0
dena81,19,9,5394.9
dena81,20,9,5021.9
dena81,21,9,4764.6
dena81,22,9,4581.9
dena81,23,9,4129.5
dena81,24,9,3768.9
dena81,1,10,3581.8
dena81,2,10,3507.5
dena81,3,10,3553.4
dena81,4,10,3679.6
dena81,5,10,3912.1
dena81,6,10,4484.6
dena81,7,10,5097.8
dena81,8,10,5260.2
dena81,9,10,5178.0
dena81,10,10,5219.4
dena81,11,10,5307.5
dena81,12,10,5230.4
dena81,13,10,5201.7
dena81,14,10,5149.2
dena81,15,10,5121.0
dena81,16,10,5257.3
dena81,17,10,5606.3
dena81,18,10,5581.0
dena81,19,10,5386.7
dena81,20,10,5047.8
dena81,21,10,4849.9
dena81,22,10,4655.4
dena81,23,10,4185.1
dena81,24,10,3921.3
dena81,1,11,3768.1
dena81,2,11,3712.2
dena81,3,11,3749.4
dena81,4,11,3813.9
dena81,5,11,4002.5
dena81,6,11,4520.6
dena81,7,11,5127.1
dena81,8,11,5309.6
dena81,9,11,5305.3
dena81,10,11,5378.5
dena81,11,11,5501.0
dena81,12,11,5486.4
dena81,13,11,5477.7
dena81,14,11,5452.0
dena81,15,11,5462.4
dena81,16,11,5508.0
dena81,17,11,5770.6
dena81,18,11,5678.2
dena81,19,11,5477.3
dena81,20,11,5131.0
dena81,21,11,4905.3
dena81,22,11,4687.6
dena81,23,11,4281.1
dena81,24,11,3966.8
dena81,1,12,3801.9
dena81,2,12,3744.6
dena81,3,12,3777.8
dena81,4,12,3884.4
dena81,5,12,4058.6
dena81,6,12,4594.4
dena81,7,12,5211.8
dena81,8,12,5370.9
dena81,9,12,5310.0
dena81,10,12,5326.5
dena81,11,12,5411.0
dena81,12,12,5342.7
dena81,13,12,5235.3
dena81,14,12,5097.6
dena81,15,12,5088.8
dena81,16,12,5181.9
dena81,17,12,5497.9
dena81,18,12,5464.1
dena81,19,12,5250.3
dena81,20,12,4871.4
dena81,21,12,4658.0
dena81,22,12,4558.6
dena81,23,12,4219.5
dena81,24,12,3927.2
dena81,1,13,3731.0
dena81,2,13,3614.5
dena81,3,13,3618.4
dena81,4,13,3649.6
dena81,5,13,3611.9
dena81,6,13,3608.5
dena81,7,13,3876.6
dena81,8,13,4164.5
dena81,9,13,4364.2
dena81,10,13,4514.6
dena81,11,13,4577.7
dena81,12,13,4487.0
dena81,13,13,4303.2
dena81,14,13,4091.9
dena81,15,13,4051.5
dena81,16,13,4098.7
dena81,17,13,4480.5
dena81,18,13,4526.2
dena81,19,13,4343.9
dena81,20,13,4020.7
dena81,21,13,3874.9
dena81,22,13,3900.6
dena81,23,13,3629.3
dena81,24,13,3354.7
dena81,1,14,3195.9
dena81,2,14,3155.7
dena81,3,14,3164.8
dena81,4,14,3236.1
dena81,5,14,3194.8
dena81,6,14,3071.3
dena81,7,14,3179.7
dena81,8,14,3369.0
dena81,9,14,3603.6
dena81,10,14,3839.7
dena81,11,14,4041.2
dena81,12,14,3990.8
dena81,13,14,3808.9
dena81,14,14,3654.4
dena81,15,14,3606.0
dena81,16,14,3684.3
dena81,17,14,4178.8
dena81,18,14,4405.8
dena81,19,14,4335.0
dena81,20,14,4136.9
dena81,21,14,4069.5
dena81,22,14,4090.7
dena81,23,14,3790.1
dena81,24,14,3552.2
dena81,1,15,3418.3
dena81,2,15,3372.3
dena81,3,15,3391.2
dena81,4,15,3484.4
dena81,5,15,3688.5
dena81,6,15,4326.6
dena81,7,15,5006.7
dena81,8,15,5188.2
dena81,9,15,5111.6
dena81,10,15,5138.9
dena81,11,15,5204.5
dena81,12,15,5143.7
dena81,13,15,5093.7
dena81,14,15,5017.9
dena81,15,15,4950.3
dena81,16,15,5013.8
dena81,17,15,5455.2
dena81,18,15,5485.6
dena81,19,15,5309.5
dena81,20,15,4933.0
dena81,21,15,4675.1
dena81,22,15,4501.4
dena81,23,15,4097.3
dena81,24,15,3807.6
dena81,1,16,3646.2
dena81,2,16,3578.3
dena81,3,16,3597.3
dena81,4,16,3695.3
dena81,5,16,3916.3
dena81,6,16,4505.9
dena81,7,16,5117.9
dena81,8,16,5285.8
dena81,9,16,5237.4
dena81,10,16,5279.3
dena81,11,16,5364.7
dena81,12,16,5296.5
dena81,13,16,5233.8
dena81,14,16,5180.3
dena81,15,16,5140.8
dena81,16,16,5178.2
dena81,17,16,5479.7
dena81,18,16,5497.6
dena81,19,16,5300.9
dena81,20,16,4952.9
dena81,21,16,4721.2
dena81,22,16,4511.4
dena81,23,16,4065.6
dena81,24,16,3730.7
dena81,1,17,3526.9
dena81,2,17,3432.5
dena81,3,17,3475.5
dena81,4,17,3618.0
dena81,5,17,3833.1
dena81,6,17,4450.3
dena81,7,17,5111.8
dena81,8,17,5291.3
dena81,9,17,5236.9
dena81,10,17,5304.5
dena81,11,17,5387.5
dena81,12,17,5351.2
dena81,13,17,5318.6
dena81,14,17,5241.6
dena81,15,17,5222.8
dena81,16,17,5286.4
dena81,17,17,5611.3
dena81,18,17,5658.3
dena81,19,17,5467.4
dena81,20,17,5146.6
dena81,21,17,4928.6
dena81,22,17,4731.4
dena81,23,17,4240.8
dena81,24,17,3849.5
dena81,1,18,3616.0
dena81,2,18,3493.1
dena81,3,18,3539.7
dena81,4,18,3586.4
dena81,5,18,3782.9
dena81,6,18,4379.3
dena81,7,18,5002.0
dena81,8,18,5191.4
dena81,9,18,5224.9
dena81,10,18,5360.0
dena81,11,18,5526.7
dena81,12,18,5550.1
dena81,13,18,5541.0
dena81,14,18,5494.6
dena81,15,18,5446.1
dena81,16,18,5395.9
dena81,17,18,5576.3
dena81,18,18,5417.3
dena81,19,18,5107.6
dena81,20,18,4736.5
dena81,21,18,4447.9
dena81,22,18,4244.8
dena81,23,18,3813.3
dena81,24,18,3583.6
dena81,1,19,3460.4
dena81,2,19,3435.8
dena81,3,19,3498.6
dena81,4,19,3637.0
dena81,5,19,3824.5
dena81,6,19,4363.1
dena81,7,19,5027.5
dena81,8,19,5217.1
dena81,9,19,5239.8
dena81,10,19,5327.5
dena81,11,19,5444.3
dena81,12,19,5378.2
dena81,13,19,5257.3
dena81,14,19,5133.7
dena81,15,19,5087.8
dena81,16,19,5101.1
dena81,17,19,5447.1
dena81,18,19,5477.1
dena81,19,19,5220.9
dena81,20,19,4811.3
dena81,21,19,4550.7
dena81,22,19,4430.3
dena81,23,19,4039.3
dena81,24,19,3651.1
dena81,1,20,3395.8
dena81,2,20,3271.7
dena81,3,20,3264.7
dena81,4,20,3321.5
dena81,5,20,3301.6
dena81,6,20,3356.4
dena81,7,20,3677.9
dena81,8,20,4061.3
dena81,9,20,4315.1
dena81,10,20,4481.6
dena81,11,20,4607.1
dena81,12,20,4540.6
dena81,13,20,4383.7
dena81,14,20,4247.7
dena81,15,20,4231.8
dena81,16,20,4294.5
dena81,17,20,4664.6
dena81,18,20,4741.9
dena81,19,20,4513.7
dena81,20,20,4164.9
dena81,21,20,4009.5
dena81,22,20,4005.9
dena81,23,20,3725.7
dena81,24,20,3431.8
dena81,1,21,3230.9
dena81,2,21,3167.5
dena81,3,21,3191.5
dena81,4,21,3233.5
dena81,5,21,3178.7
dena81,6,21,3029.1
dena81,7,21,3119.4
dena81,8,21,3321.8
dena81,9,21,3583.6
dena81,10,21,3852.1
dena81,11,21,4101.1
dena81,12,21,4047.8
dena81,13,21,3866.3
dena81,14,21,3709.8
dena81,15,21,3701.2
dena81,16,21,3799.4
dena81,17,21,4241.2
dena81,18,21,4462.4
dena81,19,21,4359.4
dena81,20,21,4139.9
dena81,21,21,4068.1
dena81,22,21,4110.5
dena81,23,21,3812.0
dena81,24,21,3584.7
dena81,1,22,3432.1
dena81,2,22,3376.2
dena81,3,22,3439.9
dena81,4,22,3548.6
dena81,5,22,3800.0
dena81,6,22,4410.7
dena81,7,22,5035.7
dena81,8,22,5214.0
dena81,9,22,5196.7
dena81,10,22,5294.6
dena81,11,22,5384.4
dena81,12,22,5339.8
dena81,13,22,5311.1
dena81,14,22,5257.7
dena81,15,22,5209.2
dena81,16,22,5189.8
dena81,17,22,5498.5
dena81,18,22,5540.2
dena81,19,22,5348.2
dena81,20,22,4950.1
dena81,21,22,4691.7
dena81,22,22,4545.9
dena81,23,22,4119.5
dena81,24,22,3868.8
dena81,1,23,3723.5
dena81,2,23,3648.8
dena81,3,23,3649.5
dena81,4,23,3716.1
dena81,5,23,3894.1
dena81,6,23,4434.0
dena81,7,23,5030.8
dena81,8,23,5129.3
dena81,9,23,5103.2
dena81,10,23,5167.4
dena81,11,23,5232.8
dena81,12,23,5200.7
dena81,13,23,5185.5
dena81,14,23,5143.8
dena81,15,23,5072.3
dena81,16,23,5076.1
dena81,17,23,5415.2
dena81,18,23,5480.4
dena81,19,23,5311.7
dena81,20,23,4986.4
dena81,21,23,4776.6
dena81,22,23,4656.2
dena81,23,23,4321.9
dena81,24,23,4088.0
dena81,1,24,3938.3
dena81,2,24,3817.3
dena81,3,24,3771.0
dena81,4,24,3812.9
dena81,5,24,3988.5
dena81,6,24,4513.1
dena81,7,24,5096.6
dena81,8,24,5224.7
dena81,9,24,5219.8
dena81,10,24,5282.7
dena81,11,24,5358.7
dena81,12,24,5306.5
dena81,13,24,5288.5
dena81,14,24,5222.0
dena81,15,24,5152.1
dena81,16,24,5121.4
dena81,17,24,5501.3
dena81,18,24,5588.5
dena81,19,24,5434.0
dena81,20,24,5084.7
dena81,21,24,4909.9
dena81,22,24,4802.2
dena81,23,24,4482.6
dena81,24,24,4245.7
dena81,1,25,4073.0
dena81,2,25,3961.8
dena81,3,25,3881.2
dena81,4,25,3859.3
dena81,5,25,4025.8
dena81,6,25,4582.9
dena81,7,25,5134.5
dena81,8,25,5216.3
dena81,9,25,5187.0
dena81,10,25,5221.1
dena81,11,25,5297.4
dena81,12,25,5260.0
dena81,13,25,5240.3
dena81,14,25,5176.3
dena81,15,25,5101.3
dena81,16,25,5059.4
dena81,17,25,5415.7
dena81,18,25,5533.7
dena81,19,25,5367.1
dena81,20,25,5052.3
dena81,21,25,4823.8
dena81,22,25,4734.4
dena81,23,25,4452.0
dena81,24,25,4267.2
dena81,1,26,4126.3
dena81,2,26,4010.2
dena81,3,26,3964.5
dena81,4,26,4016.6
dena81,5,26,4172.7
dena81,6,26,4703.4
dena81,7,26,5295.4
dena81,8,26,5466.2
dena81,9,26,5493.5
dena81,10,26,5564.0
dena81,11,26,5635.4
dena81,12,26,5609.2
dena81,13,26,5514.2
dena81,14,26,5404.7
dena81,15,26,5347.4
dena81,16,26,5392.4
dena81,17,26,5698.6
dena81,18,26,5708.7
dena81,19,26,5468.3
dena81,20,26,5127.0
dena81,21,26,4931.1
dena81,22,26,4847.8
dena81,23,26,4630.8
dena81,24,26,4373.7
dena81,1,27,4166.2
dena81,2,27,3976.5
dena81,3,27,3885.5
dena81,4,27,3798.4
dena81,5,27,3701.4
dena81,6,27,3637.4
dena81,7,27,3889.7
dena81,8,27,4112.8
dena81,9,27,4349.7
dena81,10,27,4530.4
dena81,11,27,4633.8
dena81,12,27,4557.6
dena81,13,27,4379.5
dena81,14,27,4208.3
dena81,15,27,4140.5
dena81,16,27,4159.3
dena81,17,27,4543.8
dena81,18,27,4703.2
dena81,19,27,4486.3
dena81,20,27,4181.7
dena81,21,27,4074.7
dena81,22,27,4172.4
dena81,23,27,3926.4
dena81,24,27,3710.5
dena81,1,28,3521.2
dena81,2,28,3414.0
dena81,3,28,3396.8
dena81,4,28,3411.9
dena81,5,28,3331.5
dena81,6,28,3147.2
dena81,7,28,3257.4
dena81,8,28,3480.9
dena81,9,28,3783.6
dena81,10,28,4045.2
dena81,11,28,4278.8
dena81,12,28,4280.5
dena81,13,28,4141.9
dena81,14,28,4049.0
dena81,15,28,4011.1
dena81,16,28,4067.5
dena81,17,28,4412.7
dena81,18,28,4581.5
dena81,19,28,4472.8
dena81,20,28,4301.9
dena81,21,28,4272.0
dena81,22,28,4381.1
dena81,23,28,4148.3
dena81,24,28,3933.7
dena81,1,29,3757.8
dena81,2,29,3678.0
dena81,3,29,3688.7
dena81,4,29,3765.3
dena81,5,29,3941.0
dena81,6,29,4532.3
dena81,7,29,5135.9
dena81,8,29,5299.4
dena81,9,29,5302.3
dena81,10,29,5381.8
dena81,11,29,5432.5
dena81,12,29,5391.1
dena81,13,29,5357.8
dena81,14,29,5272.2
dena81,15,29,5165.9
dena81,16,29,5068.0
dena81,17,29,5373.3
dena81,18,29,5465.2
dena81,19,29,5273.9
dena81,20,29,4935.9
dena81,21,29,4720.1
dena81,22,29,4591.8
dena81,23,29,4191.2
dena81,24,29,3927.6
dena81,1,30,3772.8
dena81,2,30,3713.4
dena81,3,30,3779.1
dena81,4,30,3904.9
dena81,5,30,4079.1
dena81,6,30,4652.3
dena81,7,30,5221.8
dena81,8,30,5352.9
dena81,9,30,5315.9
dena81,10,30,5365.5
dena81,11,30,5438.6
dena81,12,30,5389.3
dena81,13,30,5327.8
dena81,14,30,5252.0
dena81,15,30,5168.8
dena81,16,30,5122.1
dena81,17,30,5398.3
dena81,18,30,5504.3
dena81,19,30,5306.0
dena81,20,30,4960.0
dena81,21,30,4710.8
dena81,22,30,4572.6
dena81,23,30,4184.0
dena81,24,30,3854.9
dena81,1,31,3707.7
dena81,2,31,3623.0
dena81,3,31,3690.2
dena81,4,31,3790.8
dena81,5,31,4019.0
dena81,6,31,4598.1
dena81,7,31,5189.8
dena81,8,31,5320.8
dena81,9,31,5342.0
dena81,10,31,5428.4
dena81,11,31,5531.8
dena81,12,31,5495.8
dena81,13,31,5479.1
dena81,14,31,5414.0
dena81,15,31,5353.8
dena81,16,31,5330.6
dena81,17,31,5595.6
dena81,18,31,5758.3
dena81,19,31,5601.4
dena81,20,31,5216.6
dena81,21,31,4985.6
dena81,22,31,4837.4
dena81,23,31,4436.4
dena81,24,31,3856.5
dena81,1,32,3698.5
dena81,2,32,3626.9
dena81,3,32,3628.9
dena81,4,32,3702.1
dena81,5,32,3887.0
dena81,6,32,4395.5
dena81,7,32,4971.7
dena81,8,32,5111.4
dena81,9,32,5101.8
dena81,10,32,5161.1
dena81,11,32,5242.6
dena81,12,32,5175.3
dena81,13,32,5126.1
dena81,14,32,5047.0
dena81,15,32,5000.1
dena81,16,32,4958.0
dena81,17,32,5256.9
dena81,18,32,5387.2
dena81,19,32,5199.6
dena81,20,32,4917.2
dena81,21,32,4679.7
dena81,22,32,4545.9
dena81,23,32,4157.8
dena81,24,32,3821.2
dena81,1,33,3663.7
dena81,2,33,3569.9
dena81,3,33,3600.4
dena81,4,33,3661.6
dena81,5,33,3866.2
dena81,6,33,4390.0
dena81,7,33,4966.0
dena81,8,33,5130.9
dena81,9,33,5138.5
dena81,10,33,5201.6
dena81,11,33,5279.0
dena81,12,33,5221.3
dena81,13,33,5116.9
dena81,14,33,5044.3
dena81,15,33,4984.8
dena81,16,33,4964.6
dena81,17,33,5246.5
dena81,18,33,5330.4
dena81,19,33,5121.6
dena81,20,33,4739.4
dena81,21,33,4535.5
dena81,22,33,4444.5
dena81,23,33,4101.3
dena81,24,33,3833.1
dena81,1,34,3632.8
dena81,2,34,3536.6
